# this line is just a comment
miRNA ID	miRNA Acc	Refseq	Symbol	Description	diana	microinspector	miranda	mirtarget2	mitarget	nbmirtar	pictar	pita	rna22	rnahybrid	targetscan
hsa-miR-206	MIMAT0000462	NM_006924	SFRS1	"splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_007345	ZNF236	zinc finger protein 236	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_012329	MMD	monocyte to macrophage differentiation-associated	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_012395	PFTK1	PFTAIRE protein kinase 1	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_013433	TNPO2	"transportin 2 (importin 3, karyopherin beta 2b)"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_015559	SETBP1	SET binding protein 1	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_015878	AZIN1	antizyme inhibitor 1	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_015902	UBR5	ubiquitin protein ligase E3 component n-recognin 5	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_016395	PTPLAD1	protein tyrosine phosphatase-like A domain containing 1	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_016626	MEX3C	mex-3 homolog C (C. elegans)	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_017542	POGK	pogo transposable element with KRAB domain	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_019594	LRRC8A	"leucine rich repeat containing 8 family, member A"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_014325	CORO1C	"coronin, actin binding protein, 1C"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_014408	TRAPPC3	trafficking protein particle complex 3	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_014548	TMOD2	tropomodulin 2 (neuronal)	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_014876	JOSD1	Josephin domain containing 1	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_015017	USP33	ubiquitin specific peptidase 33	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_015271	TRIM2	tripartite motif-containing 2	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_020839	WDR48	WD repeat domain 48	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_022470	ZMAT3	"zinc finger, matrin type 3"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_022474	MPP5	"membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_022763	FNDC3B	fibronectin type III domain containing 3B	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_022781	RNF38	ring finger protein 38	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_024015	HOXB4	homeobox B4	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_024913	C7orf58	chromosome 7 open reading frame 58	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_025234	WDR61	WD repeat domain 61	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_025235	TNKS2	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_031284	ADPGK	ADP-dependent glucokinase	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_032177	RNUXA	"RNA U, small nuclear RNA export adaptor (phosphorylation regulated)"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_032682	FOXP1	forkhead box P1	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_033055	HIAT1	hippocampus abundant transcript 1	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_052886	MAL2	"mal, T-cell differentiation protein 2"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_053025	MYLK	myosin light chain kinase	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_080546	SLC44A1	"solute carrier family 44, member 1"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_138335	GNPDA2	glucosamine-6-phosphate deaminase 2	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_144726	RNF145	ring finger protein 145	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_145798	OSBPL7	oxysterol binding protein-like 7	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_173505	ANKRD29	ankyrin repeat domain 29	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_173648	CCDC141	coiled-coil domain containing 141	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_175921	LOC285636	hypothetical protein LOC285636	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_181459	PAX3	paired box 3	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_198403	MMD2	monocyte to macrophage differentiation-associated 2	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_203301	FBXO33	F-box protein 33	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_152390	TMEM178	transmembrane protein 178	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_152594	SPRED1	"sprouty-related, EVH1 domain containing 1"	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_152624	DCP2	DCP2 decapping enzyme homolog (S. cerevisiae)	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_153689	FLJ38973	hypothetical protein FLJ38973	0	0	1	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_148174	AZIN1	antizyme inhibitor 1	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_152423	MUM1L1	melanoma associated antigen (mutated) 1-like 1	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_152835	PDIK1L	PDLIM1 interacting kinase 1 like	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_153619	SEMA6D	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_153649	TPM3	tropomyosin 3	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_153757	NAP1L5	nucleosome assembly protein 1-like 5	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_170731	BDNF	brain-derived neurotrophic factor	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_170732	BDNF	brain-derived neurotrophic factor	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_170733	BDNF	brain-derived neurotrophic factor	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_170734	BDNF	brain-derived neurotrophic factor	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_170735	BDNF	brain-derived neurotrophic factor	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_172337	OTX2	orthodenticle homeobox 2	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_174921	C4orf34	chromosome 4 open reading frame 34	0	0	0	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_178470	WDR40B	WD repeat domain 40B	0	0	0	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_178835	ZNF827	zinc finger protein 827	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_178863	KCTD13	potassium channel tetramerisation domain containing 13	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_181458	PAX3	paired box 3	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_181460	PAX3	paired box 3	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_181571	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_181712	KANK4	KN motif and ankyrin repeat domains 4	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_182487	OLFML2A	olfactomedin-like 2A	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_032569	N-PAC	cytokine-like nuclear factor n-pac	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_032667	BSCL2	Bernardinelli-Seip congenital lipodystrophy 2 (seipin)	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_032784	RSPO3	R-spondin 3 homolog (Xenopus laevis)	0	0	0	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_033030	BOLL	"bol, boule-like (Drosophila)"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_033083	EAF1	ELL associated factor 1	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_033405	PRIC285	peroxisomal proliferator-activated receptor A interacting complex 285	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_052928	SMYD4	SET and MYND domain containing 4	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_053023	ZFP91	zinc finger protein 91 homolog (mouse)	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_053026	MYLK	myosin light chain kinase	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_053027	MYLK	myosin light chain kinase	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_053028	MYLK	myosin light chain kinase	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_053031	MYLK	myosin light chain kinase	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_053032	MYLK	myosin light chain kinase	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_053056	CCND1	cyclin D1	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_138426	GLCCI1	glucocorticoid induced transcript 1	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_138731	MIPOL1	mirror-image polydactyly 1	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_144568	TMEM55B	transmembrane protein 55B	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_145257	C1orf96	chromosome 1 open reading frame 96	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_145690	YWHAZ	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182705	FAM101B	"family with sequence similarity 101, member B"	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_182717	CREM	cAMP responsive element modulator	0	0	0	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_182718	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182719	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182720	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182721	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182722	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182723	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182724	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182725	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182769	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182770	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182771	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182772	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182850	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182853	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_182926	KTN1	kinectin 1 (kinesin receptor)	0	0	0	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_183011	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_183012	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_183013	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_183060	CREM	cAMP responsive element modulator	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_194247	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_194330	RNF38	ring finger protein 38	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_194332	RNF38	ring finger protein 38	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_198066	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_198467	RSBN1L	round spermatid basic protein 1-like	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_199440	HSPD1	heat shock 60kDa protein 1 (chaperonin)	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_207115	ZNF580	zinc finger protein 580	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_212474	FN1	fibronectin 1	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_212475	FN1	fibronectin 1	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_212476	FN1	fibronectin 1	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_212478	FN1	fibronectin 1	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_003872	NRP2	neuropilin 2	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003898	SYNJ2	synaptojanin 2	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003902	FUBP1	far upstream element (FUSE) binding protein 1	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_004093	EFNB2	ephrin-B2	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_004299	ABCB7	"ATP-binding cassette, sub-family B (MDR/TAP), member 7"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_004396	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	0	0	0	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_004427	PHC2	polyhomeotic homolog 2 (Drosophila)	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_004579	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_004719	SFRS2IP	"splicing factor, arginine/serine-rich 2, interacting protein"	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_004774	MED1	mediator complex subunit 1	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_004874	BAG4	BCL2-associated athanogene 4	0	0	0	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_004898	CLOCK	clock homolog (mouse)	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_004973	JARID2	"jumonji, AT rich interactive domain 2"	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_005100	AKAP12	A kinase (PRKA) anchor protein (gravin) 12	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_005112	WDR1	WD repeat domain 1	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_000091	COL4A3	"collagen, type IV, alpha 3 (Goodpasture antigen)"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_000430	PAFAH1B1	"platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_000435	NOTCH3	Notch homolog 3 (Drosophila)	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_000530	MPZ	myelin protein zero (Charcot-Marie-Tooth neuropathy 1B)	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_000599	IGFBP5	insulin-like growth factor binding protein 5	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_000859	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_000942	PPIB	peptidylprolyl isomerase B (cyclophilin B)	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_000965	RARB	"retinoic acid receptor, beta"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_001002857	ANXA2	annexin A2	0	0	0	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_001042555	FRS2	fibroblast growth factor receptor substrate 2	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_001064	TKT	transketolase (Wernicke-Korsakoff syndrome)	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_001079533	CPEB1	cytoplasmic polyadenylation element binding protein 1	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_001080396	FAM155A	"family with sequence similarity 155, member A"	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_001080533	UNC119B	unc-119 homolog B (C. elegans)	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_001004106	GRK6	G protein-coupled receptor kinase 6	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_001007468	SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_001008537	KIAA2022	KIAA2022	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_002507	NGFR	"nerve growth factor receptor (TNFR superfamily, member 16)"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_002655	PLAG1	pleiomorphic adenoma gene 1	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_002731	PRKACB	"protein kinase, cAMP-dependent, catalytic, beta"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_002822	TWF1	"twinfilin, actin-binding protein, homolog 1 (Drosophila)"	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_002890	RASA1	RAS p21 protein activator (GTPase activating protein) 1	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_002930	RIT2	Ras-like without CAAX 2	0	0	0	1	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003012	SFRP1	secreted frizzled-related protein 1	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003017	SFRS3	"splicing factor, arginine/serine-rich 3"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003068	SNAI2	snail homolog 2 (Drosophila)	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_003073	SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_003081	SNAP25	"synaptosomal-associated protein, 25kDa"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003110	SP2	Sp2 transcription factor	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003246	THBS1	thrombospondin 1	0	0	1	1	0	0	1	1	0	1	0
hsa-miR-206	MIMAT0000462	NM_003262	SEC62	SEC62 homolog (S. cerevisiae)	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003344	UBE2H	"ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)"	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003458	BSN	bassoon (presynaptic cytomatrix protein)	0	0	1	0	0	0	1	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003564	TAGLN2	transgelin 2	0	0	1	1	0	0	0	1	0	1	1
hsa-miR-206	MIMAT0000462	NM_003618	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	0	0	0	1	0	0	1	1	0	1	1
